5,534167.7794042391,3378660.401049321,
6,534172.5754042391,3378660.3860493214,
7,534179.9594042391,3378660.3720493214,
8,534182.0684042391,3378658.9260493214,
9,534184.7244042391,3378656.9590493212,
10,534184.1984042391,3378654.984049321,
11,534177.1854042391,3378651.109049321,
12,534172.4924042391,3378648.378049321,
13,534162.9694042391,3378642.7180493213,
14,534157.1814042391,3378639.240049321,
15,534148.5674042391,3378639.2640493214,
16,534136.5574042391,3378639.277049321,
17,534126.1454042391,3378639.294049321,
18,534115.9904042392,3378639.296049321,
19,534112.3894042391,3378641.4880493213,
20,534105.1644042392,3378645.760049321,
21,534099.6624042392,3378648.9880493213,
22,534095.8084042391,3378651.2410493214,
23,534088.3374042391,3378655.529049321,
24,534088.0254042391,3378656.614049321,
25,534089.5164042391,3378657.740049321,
26,534091.3724042391,3378659.0220493213,
27,534093.5344042392,3378660.424049321,
28,534099.8734042391,3378660.432049321,
29,534105.1054042391,3378660.427049321,
30,534117.5674042391,3378660.4060493214,
31,534131.7714042391,3378660.4370493214,
32,534140.9824042391,3378660.449049321,
33,534151.3874042392,3378660.4200493214,
34,534159.3854042392,3378660.4090493214,
35,534164.1814042391,3378660.399049321,
36,534171.1164042391,3378655.0390493213,
37,534172.2304042391,3378654.981049321,
38,534172.3994042391,3378654.782049321,
39,534172.2744042391,3378654.5190493213,
40,534171.5084042391,3378654.012049321,
41,534166.6944042391,3378651.075049321,
42,534163.1214042391,3378648.9060493214,
43,534159.7804042391,3378646.895049321,
44,534157.2084042392,3378645.4970493214,
45,534155.3684042391,3378644.674049321,
46,534153.3574042391,3378644.645049321,
47,534146.9634042392,3378644.6560493214,
48,534136.5454042391,3378644.6610493213,
49,534128.5394042392,3378644.6840493213,
50,534120.1574042392,3378644.7010493213,
51,534118.0814042392,3378644.7040493214,
52,534116.1404042392,3378645.450049321,
53,534113.7184042392,3378646.591049321,
54,534111.3374042391,3378647.952049321,
55,534109.3724042391,3378649.152049321,
56,534106.9464042392,3378650.7320493213,
57,534104.9314042391,3378652.0790493214,
58,534102.1384042391,3378653.947049321,
59,534100.9654042391,3378654.754049321,
60,534100.8474042391,3378654.981049321,
61,534101.0214042391,3378655.157049321,
62,534102.5354042391,3378655.1610493213,
63,534105.7434042391,3378655.152049321,
64,534109.3474042391,3378655.1610493213,
65,534116.5544042392,3378655.154049321,
66,534126.5674042391,3378655.135049321,
67,534136.9584042392,3378655.1100493213,
68,534144.5694042391,3378655.103049321,
69,534150.9814042391,3378655.089049321,
70,534159.3844042391,3378655.052049321,
71,534165.7784042391,3378655.0390493213,
72,534169.3524042391,3378655.0220493213,
